Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
AZ,US,03/26/2020,9.0,0.0,0.0
IA,US,03/26/2020,1.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
CO,US,03/26/2020,119.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
CO,US,03/26/2020,0.0,0.0,0.0
MI,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,54.0,0.0,0.0
PA,US,03/26/2020,1.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
ME,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,91.0,1.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
OH,US,03/26/2020,1.0,0.0,0.0
WI,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,0.0,0.0,0.0
OH,US,03/26/2020,3.0,0.0,0.0
WA,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,5.0,0.0,0.0
TX,US,03/26/2020,2.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
OH,US,03/26/2020,1.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
NJ,US,03/26/2020,10.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
MS,US,03/26/2020,7.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
OH,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,1.0,0.0,0.0
AL,US,03/26/2020,6.0,0.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,7.0,0.0,0.0
CO,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
FL,US,03/26/2020,5.0,0.0,0.0
GA,US,03/26/2020,1.0,0.0,0.0
OR,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,5.0,0.0,0.0
GA,US,03/26/2020,2.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
MD,US,03/26/2020,81.0,1.0,0.0
MD,US,03/26/2020,72.0,0.0,0.0
SC,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
ID,US,03/26/2020,3.0,0.0,0.0
MI,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,0.0,0.0,0.0
WV,US,03/26/2020,0.0,0.0,0.0
ND,US,03/26/2020,0.0,0.0,0.0
MA,US,03/26/2020,67.0,1.0,0.0
SC,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
WI,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,4.0,0.0,0.0
MI,US,03/26/2020,1.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
IN,US,03/26/2020,6.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,86.0,1.0,0.0
TX,US,03/26/2020,2.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,0.0,0.0,0.0
FL,US,03/26/2020,3.0,0.0,0.0
MI,US,03/26/2020,4.0,0.0,0.0
WI,US,03/26/2020,1.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
SD,US,03/26/2020,14.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
NC,US,03/26/2020,3.0,0.0,0.0
SC,US,03/26/2020,26.0,0.0,0.0
LA,US,03/26/2020,3.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,13.0,0.0,0.0
UT,US,03/26/2020,0.0,0.0,0.0
MT,US,03/26/2020,0.0,0.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,0.0,0.0,0.0
TN,US,03/26/2020,1.0,0.0,0.0
VA,US,03/26/2020,3.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
NH,US,03/26/2020,8.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,20.0,1.0,0.0
OH,US,03/26/2020,3.0,0.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,1.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
VT,US,03/26/2020,11.0,0.0,0.0
ND,US,03/26/2020,0.0,0.0,0.0
CO,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,18.0,0.0,0.0
IN,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,2.0,0.0,0.0
MN,US,03/26/2020,1.0,0.0,0.0
MS,US,03/26/2020,1.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
OR,US,03/26/2020,6.0,0.0,0.0
TN,US,03/26/2020,1.0,0.0,0.0
WA,US,03/26/2020,19.0,4.0,0.0
MI,US,03/26/2020,0.0,0.0,0.0
NJ,US,03/26/2020,1206.0,6.0,0.0
SC,US,03/26/2020,5.0,0.0,0.0
WV,US,03/26/2020,2.0,0.0,0.0
PA,US,03/26/2020,36.0,0.0,0.0
MA,US,03/26/2020,73.0,0.0,0.0
NM,US,03/26/2020,48.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
MI,US,03/26/2020,11.0,0.0,0.0
NC,US,03/26/2020,3.0,0.0,0.0
AK,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,84.0,3.0,0.0
AL,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,8.0,0.0,0.0
LA,US,03/26/2020,1.0,1.0,0.0
MT,US,03/26/2020,0.0,0.0,0.0
WY,US,03/26/2020,0.0,0.0,0.0
MN,US,03/26/2020,1.0,0.0,0.0
ND,US,03/26/2020,0.0,0.0,0.0
ID,US,03/26/2020,2.0,0.0,0.0
IA,US,03/26/2020,5.0,0.0,0.0
IN,US,03/26/2020,0.0,0.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
ID,US,03/26/2020,66.0,2.0,0.0
MT,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,1.0,0.0,0.0
TX,US,03/26/2020,1.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
TN,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,2.0,0.0,0.0
TN,US,03/26/2020,4.0,0.0,0.0
MN,US,03/26/2020,6.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
MS,US,03/26/2020,6.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
SD,US,03/26/2020,1.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,1.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
IN,US,03/26/2020,7.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,1.0,0.0,0.0
MO,US,03/26/2020,37.0,1.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
WV,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,32.0,0.0,0.0
VA,US,03/26/2020,1.0,0.0,0.0
ND,US,03/26/2020,0.0,0.0,0.0
CO,US,03/26/2020,66.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,1.0,0.0,0.0
KY,US,03/26/2020,2.0,1.0,0.0
TX,US,03/26/2020,1.0,0.0,0.0
ND,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
UT,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
FL,US,03/26/2020,1.0,0.0,0.0
PA,US,03/26/2020,2.0,0.0,0.0
AR,US,03/26/2020,4.0,0.0,0.0
TN,US,03/26/2020,5.0,0.0,0.0
MI,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
WV,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,39.0,0.0,0.0
TX,US,03/26/2020,28.0,0.0,0.0
KY,US,03/26/2020,2.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
FL,US,03/26/2020,13.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
MA,US,03/26/2020,90.0,0.0,0.0
RI,US,03/26/2020,6.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
AK,US,03/26/2020,0.0,0.0,0.0
MT,US,03/26/2020,2.0,0.0,0.0
NY,US,03/26/2020,0.0,0.0,0.0
WV,US,03/26/2020,0.0,0.0,0.0
SD,US,03/26/2020,1.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
NY,US,03/26/2020,16.0,2.0,0.0
CO,US,03/26/2020,10.0,0.0,0.0
FL,US,03/26/2020,504.0,3.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
IN,US,03/26/2020,1.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
OH,US,03/26/2020,0.0,0.0,0.0
SD,US,03/26/2020,2.0,0.0,0.0
TX,US,03/26/2020,3.0,0.0,0.0
WI,US,03/26/2020,4.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
NC,US,03/26/2020,11.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,3.0,0.0,0.0
OK,US,03/26/2020,1.0,0.0,0.0
IA,US,03/26/2020,1.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,110.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,2.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
WI,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,2.0,0.0,0.0
NC,US,03/26/2020,15.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,1.0,0.0,0.0
NC,US,03/26/2020,2.0,0.0,0.0
ND,US,03/26/2020,0.0,0.0,0.0
ND,US,03/26/2020,22.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
NJ,US,03/26/2020,64.0,0.0,0.0
TX,US,03/26/2020,1.0,0.0,0.0
WI,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,1.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,3.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
OH,US,03/26/2020,21.0,0.0,0.0
PA,US,03/26/2020,19.0,1.0,0.0
CA,US,03/26/2020,5.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,3.0,0.0,0.0
NC,US,03/26/2020,18.0,2.0,0.0
WV,US,03/26/2020,0.0,0.0,0.0
UT,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,115.0,1.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
CA,US,03/26/2020,3.0,0.0,0.0
LA,US,03/26/2020,15.0,1.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
NC,US,03/26/2020,3.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
VT,US,03/26/2020,1.0,0.0,0.0
AL,US,03/26/2020,2.0,0.0,0.0
AR,US,03/26/2020,0.0,0.0,0.0
FL,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
MI,US,03/26/2020,7.0,0.0,0.0
MS,US,03/26/2020,3.0,0.0,0.0
SC,US,03/26/2020,1.0,0.0,0.0
TX,US,03/26/2020,2.0,0.0,0.0
WV,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,2.0,0.0,0.0
KY,US,03/26/2020,1.0,0.0,0.0
WI,US,03/26/2020,1.0,0.0,0.0
MD,US,03/26/2020,7.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,1.0,0.0,0.0
GA,US,03/26/2020,2.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
NJ,US,03/26/2020,73.0,1.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,10.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,1.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
TN,US,03/26/2020,2.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
WY,US,03/26/2020,1.0,0.0,0.0
OK,US,03/26/2020,6.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
TN,US,03/26/2020,1.0,0.0,0.0
ID,US,03/26/2020,13.0,1.0,0.0
MO,US,03/26/2020,3.0,0.0,0.0
NJ,US,03/26/2020,6.0,0.0,0.0
MT,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,2.0,0.0,0.0
UT,US,03/26/2020,0.0,0.0,0.0
WY,US,03/26/2020,3.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
MD,US,03/26/2020,1.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,50.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
IN,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,1.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
MD,US,03/26/2020,7.0,0.0,0.0
MS,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
NH,US,03/26/2020,7.0,0.0,0.0
OH,US,03/26/2020,3.0,0.0,0.0
TN,US,03/26/2020,3.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
NV,US,03/26/2020,2.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
MT,US,03/26/2020,0.0,0.0,0.0
OK,US,03/26/2020,1.0,0.0,0.0
TN,US,03/26/2020,0.0,0.0,0.0
NC,US,03/26/2020,5.0,0.0,0.0
MN,US,03/26/2020,8.0,0.0,0.0
MT,US,03/26/2020,5.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
IN,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
MI,US,03/26/2020,1.0,0.0,0.0
MN,US,03/26/2020,1.0,0.0,0.0
MO,US,03/26/2020,8.0,0.0,0.0
NE,US,03/26/2020,2.0,0.0,0.0
ND,US,03/26/2020,6.0,0.0,0.0
TX,US,03/26/2020,1.0,0.0,0.0
ID,US,03/26/2020,1.0,0.0,0.0
TX,US,03/26/2020,6.0,0.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,1.0,1.0,0.0
NC,US,03/26/2020,9.0,0.0,0.0
GA,US,03/26/2020,1.0,0.0,0.0
NM,US,03/26/2020,0.0,0.0,0.0
NY,US,03/26/2020,0.0,0.0,0.0
ND,US,03/26/2020,0.0,0.0,0.0
NY,US,03/26/2020,2.0,0.0,0.0
MD,US,03/26/2020,4.0,0.0,0.0
IA,US,03/26/2020,4.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,9.0,0.0,0.0
IA,US,03/26/2020,2.0,0.0,0.0
CO,US,03/26/2020,5.0,0.0,0.0
AL,US,03/26/2020,13.0,0.0,0.0
TX,US,03/26/2020,2.0,0.0,0.0
IL,US,03/26/2020,10.0,0.0,0.0
OH,US,03/26/2020,2.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
MD,US,03/26/2020,10.0,0.0,0.0
VA,US,03/26/2020,1.0,0.0,0.0
SD,US,03/26/2020,1.0,0.0,0.0
SC,US,03/26/2020,52.0,1.0,0.0
MI,US,03/26/2020,4.0,0.0,0.0
FL,US,03/26/2020,3.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,9.0,0.0,0.0
GA,US,03/26/2020,1.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,9.0,0.0,0.0
NC,US,03/26/2020,9.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,1.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
NY,US,03/26/2020,2.0,0.0,0.0
NM,US,03/26/2020,4.0,0.0,0.0
TN,US,03/26/2020,7.0,0.0,0.0
MI,US,03/26/2020,0.0,0.0,0.0
WA,US,03/26/2020,10.0,1.0,0.0
NY,US,03/26/2020,7.0,0.0,0.0
NY,US,03/26/2020,3.0,0.0,0.0
AL,US,03/26/2020,1.0,0.0,0.0
GA,US,03/26/2020,38.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,2.0,0.0,0.0
NC,US,03/26/2020,4.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
SC,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,4.0,0.0,0.0
NH,US,03/26/2020,1.0,0.0,0.0
PA,US,03/26/2020,84.0,0.0,0.0
SC,US,03/26/2020,1.0,0.0,0.0
TN,US,03/26/2020,2.0,0.0,0.0
SC,US,03/26/2020,3.0,0.0,0.0
VA,US,03/26/2020,12.0,0.0,0.0
CO,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
MS,US,03/26/2020,7.0,0.0,0.0
AR,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,4.0,0.0,0.0
MI,US,03/26/2020,1.0,0.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
WI,US,03/26/2020,1.0,0.0,0.0
MN,US,03/26/2020,2.0,0.0,0.0
VT,US,03/26/2020,75.0,4.0,0.0
AL,US,03/26/2020,1.0,0.0,0.0
MS,US,03/26/2020,4.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
MT,US,03/26/2020,0.0,0.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
IL,US,03/26/2020,1.0,0.0,0.0
KY,US,03/26/2020,2.0,0.0,0.0
MO,US,03/26/2020,2.0,0.0,0.0
NV,US,03/26/2020,0.0,0.0,0.0
NM,US,03/26/2020,1.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
FL,US,03/26/2020,11.0,1.0,0.0
OR,US,03/26/2020,21.0,2.0,0.0
LA,US,03/26/2020,2.0,0.0,0.0
MS,US,03/26/2020,0.0,0.0,0.0
TN,US,03/26/2020,2.0,0.0,0.0
WA,US,03/26/2020,5.0,0.0,0.0
MI,US,03/26/2020,1.0,0.0,0.0
SC,US,03/26/2020,5.0,1.0,0.0
PA,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,15.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
IN,US,03/26/2020,10.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,2.0,0.0,0.0
MO,US,03/26/2020,0.0,0.0,0.0
NV,US,03/26/2020,350.0,6.0,0.0
OH,US,03/26/2020,2.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
WA,US,03/26/2020,48.0,5.0,0.0
WI,US,03/26/2020,1.0,0.0,0.0
AL,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,24.0,1.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
MS,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
OR,US,03/26/2020,2.0,0.0,0.0
AL,US,03/26/2020,1.0,0.0,0.0
AR,US,03/26/2020,0.0,0.0,0.0
FL,US,03/26/2020,19.0,4.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
IN,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
MN,US,03/26/2020,4.0,0.0,0.0
MS,US,03/26/2020,1.0,0.0,0.0
MO,US,03/26/2020,5.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
TN,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
WV,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,32.0,0.0,0.0
IA,US,03/26/2020,1.0,0.0,0.0
CO,US,03/26/2020,3.0,0.0,0.0
PA,US,03/26/2020,2.0,0.0,0.0
ID,US,03/26/2020,0.0,0.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,1.0,0.0,0.0
AR,US,03/26/2020,47.0,1.0,0.0
OH,US,03/26/2020,6.0,0.0,0.0
AR,US,03/26/2020,3.0,0.0,0.0
NC,US,03/26/2020,2.0,0.0,0.0
OK,US,03/26/2020,39.0,3.0,0.0
GA,US,03/26/2020,1.0,0.0,0.0
IL,US,03/26/2020,4.0,0.0,0.0
IN,US,03/26/2020,0.0,0.0,0.0
IA,US,03/26/2020,0.0,0.0,0.0
KY,US,03/26/2020,0.0,0.0,0.0
MI,US,03/26/2020,7.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
NY,US,03/26/2020,11.0,0.0,0.0
OH,US,03/26/2020,2.0,0.0,0.0
PA,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
MS,US,03/26/2020,17.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,115.0,2.0,0.0
AZ,US,03/26/2020,2.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
TN,US,03/26/2020,1.0,0.0,0.0
AZ,US,03/26/2020,28.0,1.0,0.0
SD,US,03/26/2020,1.0,0.0,0.0
AL,US,03/26/2020,1.0,0.0,0.0
GA,US,03/26/2020,2.0,0.0,0.0
TN,US,03/26/2020,0.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,1.0,0.0,0.0
MO,US,03/26/2020,8.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
IL,US,03/26/2020,0.0,0.0,0.0
NE,US,03/26/2020,0.0,0.0,0.0
NM,US,03/26/2020,0.0,0.0,0.0
SC,US,03/26/2020,1.0,0.0,0.0
FL,US,03/26/2020,65.0,0.0,0.0
TX,US,03/26/2020,66.0,1.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,4.0,0.0,0.0
AR,US,03/26/2020,1.0,0.0,0.0
FL,US,03/26/2020,3.0,0.0,0.0
GA,US,03/26/2020,10.0,0.0,0.0
NY,US,03/26/2020,24.0,0.0,0.0
OR,US,03/26/2020,0.0,0.0,0.0
PA,US,03/26/2020,3.0,0.0,0.0
WA,US,03/26/2020,1.0,0.0,0.0
WI,US,03/26/2020,5.0,0.0,0.0
OH,US,03/26/2020,5.0,1.0,0.0
NC,US,03/26/2020,0.0,0.0,0.0
CA,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,8.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
OK,US,03/26/2020,3.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
LA,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,0.0,0.0,0.0
CO,US,03/26/2020,0.0,0.0,0.0
CA,US,03/26/2020,131.0,1.0,0.0
WY,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,1.0,0.0,0.0
GA,US,03/26/2020,0.0,0.0,0.0
IL,US,03/26/2020,1418.0,18.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
MO,US,03/26/2020,1.0,0.0,0.0
NH,US,03/26/2020,0.0,0.0,0.0
OR,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,2.0,0.0,0.0
MS,US,03/26/2020,8.0,0.0,0.0
SD,US,03/26/2020,0.0,0.0,0.0
NY,US,03/26/2020,3.0,0.0,0.0
TX,US,03/26/2020,1.0,0.0,0.0
OH,US,03/26/2020,4.0,0.0,0.0
CO,US,03/26/2020,0.0,0.0,0.0
TX,US,03/26/2020,0.0,0.0,0.0
OK,US,03/26/2020,0.0,0.0,0.0
MN,US,03/26/2020,0.0,0.0,0.0
AL,US,03/26/2020,0.0,0.0,0.0
MS,US,03/26/2020,0.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
GA,US,03/26/2020,12.0,0.0,0.0
KS,US,03/26/2020,0.0,0.0,0.0
WA,US,03/26/2020,7.0,0.0,0.0
OK,US,03/26/2020,1.0,0.0,0.0
VA,US,03/26/2020,0.0,0.0,0.0
AR,US,03/26/2020,4.0,0.0,0.0
TX,US,03/26/2020,1.0,0.0,0.0
